Yield_CT,Yield_NT,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
1051.0,1010.0,No,46.82,-100.88,sunflower,5,0,0,0.0,1.0,1.0,1.0,201.0,496.658,-295.658,17.31667,32.61848,-1.78006,Loam
761.0,730.0,No,46.82,-100.88,sunflower,5,0,0,0.0,1.0,1.0,1.0,201.0,496.658,-295.658,17.31667,32.61848,-1.78006,Loam
238.0,839.0,Yes,46.82,-100.88,sunflower,6,0,0,0.0,1.0,1.0,1.0,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam
340.0,809.0,Yes,46.82,-100.88,sunflower,6,0,0,0.0,1.0,1.0,1.0,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam
464.0,783.0,Yes,46.82,-100.88,sunflower,6,0,0,0.0,1.0,1.0,1.0,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam
442.0,737.0,Yes,46.82,-100.88,sunflower,6,0,0,0.0,1.0,1.0,1.0,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam
406.0,669.0,Yes,46.82,-100.88,sunflower,6,0,0,0.0,1.0,1.0,1.0,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam
366.0,811.0,Yes,46.82,-100.88,sunflower,6,0,0,0.0,1.0,1.0,1.0,205.4,469.257,-263.857,16.25,32.35002,-0.99539,Loam
12.0,692.0,Yes,46.82,-100.88,sunflower,7,0,0,0.0,1.0,1.0,1.0,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam
61.0,505.0,Yes,46.82,-100.88,sunflower,7,0,0,0.0,1.0,1.0,1.0,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam
163.0,659.0,Yes,46.82,-100.88,sunflower,7,0,0,0.0,1.0,1.0,1.0,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam
153.0,468.0,Yes,46.82,-100.88,sunflower,7,0,0,0.0,1.0,1.0,1.0,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam
181.0,543.0,Yes,46.82,-100.88,sunflower,7,0,0,0.0,1.0,1.0,1.0,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam
266.0,444.0,Yes,46.82,-100.88,sunflower,7,0,0,0.0,1.0,1.0,1.0,238.1,477.824,-239.724,16.48333,29.85329,-1.73499,Loam
203.0,619.0,Yes,46.82,-100.88,sunflower,8,0,0,0.0,1.0,1.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
198.0,573.0,Yes,46.82,-100.88,sunflower,8,0,0,0.0,1.0,1.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
185.0,512.0,Yes,46.82,-100.88,sunflower,8,0,0,0.0,1.0,1.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
430.0,536.0,Yes,46.82,-100.88,sunflower,8,0,0,0.0,1.0,1.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
313.0,279.0,No,46.82,-100.88,sunflower,8,0,0,0.0,1.0,1.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
246.0,685.0,Yes,46.82,-100.88,sunflower,8,0,0,0.0,1.0,1.0,1.0,331.0,473.002,-142.002,16.4,31.20156,-2.69845,Loam
1497.0,1776.0,Yes,46.82,-100.88,sunflower,10,0,0,0.0,1.0,1.0,1.0,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam
1633.0,1906.0,Yes,46.82,-100.88,sunflower,10,0,0,0.0,1.0,1.0,1.0,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam
1509.0,1702.0,Yes,46.82,-100.88,sunflower,10,0,0,0.0,1.0,1.0,1.0,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam
1668.0,1770.0,Yes,46.82,-100.88,sunflower,10,0,0,0.0,1.0,1.0,1.0,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam
1716.0,1665.0,No,46.82,-100.88,sunflower,10,0,0,0.0,1.0,1.0,1.0,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam
1667.0,1161.0,No,46.82,-100.88,sunflower,10,0,0,0.0,1.0,1.0,1.0,304.9,419.28,-114.38,13.9,25.52746,-1.55131,Loam
1801.0,1909.0,Yes,46.82,-100.88,sunflower,11,0,0,0.0,1.0,1.0,1.0,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam
1729.0,1824.0,Yes,46.82,-100.88,sunflower,11,0,0,0.0,1.0,1.0,1.0,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam
2037.0,2143.0,Yes,46.82,-100.88,sunflower,11,0,0,0.0,1.0,1.0,1.0,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam
1716.0,1801.0,Yes,46.82,-100.88,sunflower,11,0,0,0.0,1.0,1.0,1.0,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam
1795.0,1813.0,Yes,46.82,-100.88,sunflower,11,0,0,0.0,1.0,1.0,1.0,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam
2008.0,1913.0,No,46.82,-100.88,sunflower,11,0,0,0.0,1.0,1.0,1.0,372.9,477.004,-104.104,15.98333,27.92929,3.15182,Loam
2036.0,1791.0,No,46.82,-100.88,sunflower,12,0,0,0.0,1.0,1.0,1.0,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam
2042.0,1641.0,No,46.82,-100.88,sunflower,12,0,0,0.0,1.0,1.0,1.0,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam
1782.0,1143.0,No,46.82,-100.88,sunflower,12,0,0,0.0,1.0,1.0,1.0,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam
2001.0,1261.0,No,46.82,-100.88,sunflower,12,0,0,0.0,1.0,1.0,1.0,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam
1775.0,952.0,No,46.82,-100.88,sunflower,12,0,0,0.0,1.0,1.0,1.0,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam
1713.0,735.0,No,46.82,-100.88,sunflower,12,0,0,0.0,1.0,1.0,1.0,387.3,495.831,-108.531,15.31667,29.52321,0.46634,Loam
1804.0,2160.0,Yes,46.82,-100.88,sunflower,13,0,0,0.0,1.0,1.0,1.0,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam
1674.0,1851.0,Yes,46.82,-100.88,sunflower,13,0,0,0.0,1.0,1.0,1.0,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam
1621.0,1754.0,Yes,46.82,-100.88,sunflower,13,0,0,0.0,1.0,1.0,1.0,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam
1565.0,1619.0,Yes,46.82,-100.88,sunflower,13,0,0,0.0,1.0,1.0,1.0,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam
1612.0,1496.0,No,46.82,-100.88,sunflower,13,0,0,0.0,1.0,1.0,1.0,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam
1557.0,1232.0,No,46.82,-100.88,sunflower,13,0,0,0.0,1.0,1.0,1.0,334.7,470.778,-136.078,15.01667,30.31299,-0.20279,Loam
319.0,192.0,No,46.82,-100.88,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,132.3,596.512,-464.212,7.71818,32.61848,-18.71494,Loam
777.0,1142.0,Yes,46.82,-100.88,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,323.0,545.206,-222.206,5.96364,32.35002,-19.13604,Loam
1181.0,1262.0,Yes,46.82,-100.88,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,283.8,574.83,-291.03,7.32727,28.54304,-18.69651,Loam
2080.0,1934.0,No,46.82,-100.88,wheat.winter,9,0,0,0.0,1.0,1.0,1.0,520.1,496.15,23.95,4.92727,23.1743,-18.51047,Loam
2238.0,2228.0,No,46.82,-100.88,wheat.winter,10,0,0,0.0,1.0,1.0,1.0,183.2,549.29,-366.09,4.89091,27.51545,-21.68672,Loam
2278.0,2084.0,No,46.82,-100.88,wheat.winter,11,0,0,0.0,1.0,1.0,1.0,650.4,555.613,94.787,6.2,27.35211,-15.70619,Loam
1703.0,2278.0,Yes,46.82,-100.88,wheat.winter,12,0,0,0.0,1.0,1.0,1.0,380.0,543.32,-163.32,4.47273,26.98355,-21.60462,Loam
879.0,1776.0,Yes,52.52,15.12,soybean,1,0,0,0.0,1.0,1.0,1.0,236.9,370.652,-133.752,15.33333,29.408,4.86872,Sandy loam
879.0,616.0,No,52.52,15.12,soybean,2,0,0,0.0,1.0,0.0,0.0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam
879.0,2180.0,Yes,52.52,15.12,soybean,2,0,0,0.0,1.0,1.0,1.0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam
5628.0,3447.0,No,52.52,15.12,soybean,3,0,0,0.0,1.0,0.0,0.0,439.7,352.641,87.059,15.88333,24.17579,8.84684,Sandy loam
5628.0,4837.0,No,52.52,15.12,soybean,3,0,0,0.0,1.0,1.0,1.0,439.7,352.641,87.059,15.88333,24.17579,8.84684,Sandy loam
866.0,619.0,No,52.52,15.12,soybean,2,0,0,0.0,1.0,0.0,0.0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam
866.0,2165.0,Yes,52.52,15.12,soybean,2,0,0,0.0,1.0,1.0,1.0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam
1814.0,2247.0,Yes,52.52,15.12,soybean,2,0,0,0.0,1.0,0.0,0.0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam
1814.0,3495.0,Yes,52.52,15.12,soybean,2,0,0,0.0,1.0,1.0,1.0,274.8,358.821,-84.021,16.26667,24.79844,6.3537,Sandy loam
568.0,977.0,Yes,-30.5,118.37,wheat.winter,5,0,0,0.0,0.0,1.0,1.0,291.8,325.443,-33.643,14.17143,26.45393,5.7552,Sandy loam
1070.0,1362.0,Yes,-30.5,118.37,wheat.winter,5,0,0,0.0,0.0,1.0,1.0,291.8,325.443,-33.643,14.17143,26.45393,5.7552,Sandy loam
583.0,1026.0,Yes,-30.5,118.37,wheat.winter,6,0,0,0.0,0.0,1.0,1.0,217.8,328.226,-110.426,15.17143,31.402,4.75334,Sandy loam
583.0,799.0,Yes,-30.5,118.37,wheat.winter,6,0,0,0.0,0.0,1.0,1.0,217.8,328.226,-110.426,15.17143,31.402,4.75334,Sandy loam
2896.0,2965.0,Yes,42.21,-87.75,maize,2,1,1,,,,,542.0,570.451,-28.451,20.11667,28.08068,8.55415,Loam
3591.0,3266.0,No,42.21,-87.75,maize,3,1,1,,,,,626.7,580.501,46.199,19.76667,29.07745,7.94613,Loam
2664.0,2664.0,No,42.21,-87.75,maize,4,1,1,,,,,409.5,587.988,-178.488,20.0,30.39363,6.64358,Loam
3175.0,3127.0,No,42.21,-87.75,maize,5,1,1,,,,,544.2,566.389,-22.189,18.75,28.31725,6.22023,Loam
2988.0,2757.0,No,42.21,-87.75,maize,6,1,1,,,,,493.3,558.828,-65.528,19.23333,27.2077,7.76557,Loam
2687.0,2525.0,No,42.21,-87.75,maize,7,1,1,,,,,214.8,603.2,-388.4,20.88333,29.92166,8.25245,Loam
3706.0,3498.0,No,42.21,-87.75,maize,8,1,1,,,,,617.3,562.948,54.352,19.3,29.61583,5.59492,Loam
808.0,776.0,No,42.21,-87.75,soybean,4,1,1,,,,,409.5,587.988,-178.488,20.0,30.39363,6.64358,Loam
753.0,776.0,Yes,42.21,-87.75,soybean,5,1,1,,,,,544.2,566.389,-22.189,18.75,28.31725,6.22023,Loam
1255.0,1294.0,Yes,42.21,-87.75,soybean,6,1,1,,,,,493.3,558.828,-65.528,19.23333,27.2077,7.76557,Loam
1161.0,1161.0,No,42.21,-87.75,soybean,7,1,1,,,,,214.8,603.2,-388.4,20.88333,29.92166,8.25245,Loam
1341.0,1208.0,No,42.21,-87.75,soybean,8,1,1,,,,,617.3,562.948,54.352,19.3,29.61583,5.59492,Loam
1482.0,1367.0,No,42.21,-87.75,wheat.winter,1,0,0,,,,,696.2,651.219,44.981,12.57,26.88813,-7.02242,Loam
1584.0,1434.0,No,42.21,-87.75,wheat.winter,2,1,1,,,,,756.0,657.973,98.027,10.96,29.07745,-12.31075,Loam
1445.0,1295.0,No,42.21,-87.75,wheat.winter,3,1,1,,,,,738.5,649.647,88.853,12.74,30.39363,-3.17322,Loam
1822.0,1638.0,No,42.21,-87.75,wheat.winter,4,1,1,,,,,661.4,628.168,33.232,10.08,27.95728,-8.76444,Loam
1694.0,1579.0,No,42.21,-87.75,wheat.winter,5,1,1,,,,,838.3,630.763,207.537,11.11,27.2077,-9.42676,Loam
1451.0,1302.0,No,42.21,-87.75,wheat.winter,5,1,1,,,,,838.3,630.763,207.537,11.11,27.2077,-9.42676,Loam
1553.0,1403.0,No,42.21,-87.75,wheat.winter,7,1,1,,,,,731.8,664.283,67.517,12.08,29.61583,-7.7638,Loam
1880.0,2308.0,Yes,37.2,46.33,wheat.winter,4,0,0,0.0,0.0,1.0,1.0,345.8,441.274,-95.474,11.42222,30.00932,-1.97908,Loam
754.0,991.0,Yes,37.2,46.33,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,113.4,442.033,-328.633,11.81111,30.15567,-0.83108,Loam
1880.0,2353.0,Yes,37.2,46.33,wheat.winter,4,0,0,0.0,0.0,1.0,1.0,345.8,441.274,-95.474,11.42222,30.00932,-1.97908,Loam
754.0,949.0,Yes,37.2,46.33,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,113.4,442.033,-328.633,11.81111,30.15567,-0.83108,Loam
387.0,656.0,Yes,37.2,46.33,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,113.4,442.033,-328.633,11.81111,30.15567,-0.83108,Loam
1564.0,2160.0,Yes,37.2,46.33,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,345.8,441.274,-95.474,11.42222,30.00932,-1.97908,Loam
387.0,534.0,Yes,37.2,46.33,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,113.4,442.033,-328.633,11.81111,30.15567,-0.83108,Loam
1564.0,1788.0,Yes,37.2,46.33,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,345.8,441.274,-95.474,11.42222,30.00932,-1.97908,Loam
9860.0,8650.0,No,38.52,-89.84,maize,2,0,0,0.0,1.0,1.0,1.0,611.0,581.334,29.666,20.83333,31.82058,7.26548,Loam
10500.0,11160.0,Yes,38.52,-89.84,maize,1,0,0,0.0,1.0,1.0,1.0,651.8,569.127,82.673,21.26667,31.9399,9.04046,Loam
9878.0,9778.0,No,40.43,-86.92,maize,2,0,0,0.0,1.0,1.0,1.0,775.7,488.06,287.64,18.38333,28.71078,5.11918,Loam
9464.0,9218.0,No,40.43,-86.92,maize,2,0,0,0.0,1.0,1.0,1.0,775.7,488.06,287.64,18.38333,28.71078,5.11918,Loam
12090.0,11362.0,No,40.43,-86.92,maize,15,0,0,0.0,1.0,1.0,1.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592,Loam
12074.0,7011.0,No,40.43,-86.92,maize,15,0,0,0.0,1.0,1.0,1.0,414.8,525.415,-110.615,18.63333,29.7984,7.28592,Loam
2641.0,2823.0,Yes,36.32,106.75,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,298.1,460.258,-162.158,7.69,25.10512,-14.4547,Loam
7326.0,7075.0,No,49.31,17.09,wheat.winter,16,1,1,0.0,1.0,1.0,1.0,615.1,400.297,214.803,8.01,23.4557,-5.16443,Loam
6735.0,6842.0,Yes,49.31,17.09,wheat.winter,17,1,1,0.0,1.0,1.0,1.0,635.0,419.631,215.369,6.98,27.84004,-9.07415,Loam
7848.0,7929.0,Yes,49.31,17.09,wheat.winter,18,1,1,0.0,1.0,1.0,1.0,386.9,451.551,-64.651,10.57,25.62608,-0.23339,Loam
8225.0,8263.0,Yes,49.31,17.09,wheat.winter,19,1,1,0.0,1.0,1.0,1.0,391.7,426.56,-34.86,8.99,24.65101,-2.2421,Loam
9369.0,9450.0,Yes,49.31,17.09,wheat.winter,20,1,1,0.0,1.0,1.0,1.0,526.4,432.743,93.657,9.16,25.13193,-5.70954,Loam
1263.0,1267.0,Yes,35.62,-88.85,cotton,1,0,0,0.0,1.0,,,625.4,578.398,47.002,22.93333,33.38676,10.29223,Loam
1288.0,1291.0,Yes,35.62,-88.85,cotton,1,0,0,0.0,1.0,,,625.4,578.398,47.002,22.93333,33.38676,10.29223,Loam
1264.0,1227.0,No,35.62,-88.85,cotton,1,0,0,0.0,1.0,,,625.4,578.398,47.002,22.93333,33.38676,10.29223,Loam
1574.0,1509.0,No,35.62,-88.85,cotton,1,0,0,0.0,1.0,,,625.4,578.398,47.002,22.93333,33.38676,10.29223,Loam
1648.0,1509.0,No,35.62,-88.85,cotton,1,0,0,0.0,1.0,,,625.4,578.398,47.002,22.93333,33.38676,10.29223,Loam
1592.0,1442.0,No,35.62,-88.85,cotton,1,0,0,0.0,1.0,,,625.4,578.398,47.002,22.93333,33.38676,10.29223,Loam
1069.0,1136.0,Yes,35.62,-88.85,cotton,3,0,0,0.0,1.0,,,570.1,592.259,-22.159,22.36667,34.74704,8.83209,Loam
1063.0,1123.0,Yes,35.62,-88.85,cotton,3,0,0,0.0,1.0,,,570.1,592.259,-22.159,22.36667,34.74704,8.83209,Loam
1075.0,1118.0,Yes,35.62,-88.85,cotton,3,0,0,0.0,1.0,,,570.1,592.259,-22.159,22.36667,34.74704,8.83209,Loam
930.0,919.0,No,35.62,-88.85,cotton,3,0,0,0.0,1.0,,,570.1,592.259,-22.159,22.36667,34.74704,8.83209,Loam
949.0,926.0,No,35.62,-88.85,cotton,3,0,0,0.0,1.0,,,570.1,592.259,-22.159,22.36667,34.74704,8.83209,Loam
953.0,856.0,No,35.62,-88.85,cotton,3,0,0,0.0,1.0,,,570.1,592.259,-22.159,22.36667,34.74704,8.83209,Loam
1317.0,1560.0,Yes,35.62,-88.85,cotton,4,0,0,0.0,1.0,,,700.3,567.794,132.506,21.76667,31.85601,10.31159,Loam
1397.0,1620.0,Yes,35.62,-88.85,cotton,4,0,0,0.0,1.0,,,700.3,567.794,132.506,21.76667,31.85601,10.31159,Loam
1405.0,1625.0,Yes,35.62,-88.85,cotton,4,0,0,0.0,1.0,,,700.3,567.794,132.506,21.76667,31.85601,10.31159,Loam
1444.0,1670.0,Yes,35.62,-88.85,cotton,4,0,0,0.0,1.0,,,700.3,567.794,132.506,21.76667,31.85601,10.31159,Loam
1421.0,1616.0,Yes,35.62,-88.85,cotton,4,0,0,0.0,1.0,,,700.3,567.794,132.506,21.76667,31.85601,10.31159,Loam
1430.0,1542.0,Yes,35.62,-88.85,cotton,4,0,0,0.0,1.0,,,700.3,567.794,132.506,21.76667,31.85601,10.31159,Loam
10400.0,10290.0,No,-42.63,172.45,barley.spring,1,1,1,0.0,0.0,,,427.3,289.467,137.833,9.58333,22.94055,-0.00344,Sandy loam
2622.0,4100.0,Yes,28.18,113.07,rice,2,0,0,,,1.0,1.0,794.3,334.279,460.021,19.55,28.30531,7.22014,Clay loam
2534.0,5226.0,Yes,28.18,113.07,rice,3,0,0,,,1.0,1.0,1027.6,275.726,751.875,18.1,24.85573,7.16769,Clay loam
1864.0,3361.0,Yes,28.18,113.07,rice,4,0,0,,,1.0,1.0,601.4,332.36,269.04,18.7,26.42601,4.95323,Clay loam
3660.0,4350.0,Yes,42.4,-85.4,maize,9,1,1,,,1.0,1.0,545.2,498.86,46.34,15.08571,28.44979,-2.4774,Loam
3060.0,3360.0,Yes,42.4,-85.4,maize,12,1,1,,,1.0,1.0,351.3,544.982,-193.682,15.97143,30.02138,0.78582,Loam
6350.0,7080.0,Yes,42.4,-85.4,maize,15,1,1,,,1.0,1.0,451.5,533.166,-81.666,15.21429,29.986,-0.87763,Loam
8250.0,9560.0,Yes,42.4,-85.4,maize,18,1,1,,,1.0,1.0,500.3,530.372,-30.072,16.77143,29.41426,1.10723,Loam
8380.0,8700.0,Yes,28.18,113.07,rice,1,0,0,0.0,0.0,1.0,1.0,773.0,353.483,419.517,19.675,26.76139,7.16453,Clay loam
10160.0,10130.0,No,28.18,113.07,rice,3,0,0,0.0,0.0,1.0,1.0,776.8,346.064,430.736,19.875,27.30806,7.64725,Clay loam
10460.0,10680.0,Yes,28.18,113.07,rice,4,0,0,0.0,0.0,1.0,1.0,550.7,342.13,208.57,19.875,27.10545,8.32728,Clay loam
11250.0,10260.0,No,28.18,113.07,rice,5,0,0,0.0,0.0,1.0,1.0,602.6,346.063,256.537,20.375,26.35163,9.77641,Clay loam
9090.0,9080.0,No,28.18,113.07,rice,6,0,0,0.0,0.0,1.0,1.0,794.3,334.279,460.021,19.55,28.30531,7.22014,Clay loam
8940.0,8880.0,No,28.18,113.07,rice,7,0,0,0.0,0.0,1.0,1.0,1027.6,275.726,751.875,18.1,24.85573,7.16769,Clay loam
10140.0,9350.0,No,28.18,113.07,rice,1,0,0,0.0,1.0,1.0,1.0,773.0,353.483,419.517,19.675,26.76139,7.16453,Clay loam
10450.0,11120.0,Yes,28.18,113.07,rice,3,0,0,0.0,1.0,1.0,1.0,776.8,346.064,430.736,19.875,27.30806,7.64725,Clay loam
10610.0,10800.0,Yes,28.18,113.07,rice,4,0,0,0.0,1.0,1.0,1.0,550.7,342.13,208.57,19.875,27.10545,8.32728,Clay loam
9560.0,10280.0,Yes,28.18,113.07,rice,5,0,0,0.0,1.0,1.0,1.0,602.6,346.063,256.537,20.375,26.35163,9.77641,Clay loam
9400.0,9500.0,Yes,28.18,113.07,rice,6,0,0,0.0,1.0,1.0,1.0,794.3,334.279,460.021,19.55,28.30531,7.22014,Clay loam
9660.0,8820.0,No,28.18,113.07,rice,7,0,0,0.0,1.0,1.0,1.0,1027.6,275.726,751.875,18.1,24.85573,7.16769,Clay loam
1370.0,1480.0,Yes,42.4,-85.4,soybean,10,1,1,,,1.0,1.0,498.6,479.439,19.161,16.48333,27.56648,5.10322,Loam
1670.0,1640.0,No,42.4,-85.4,soybean,13,1,1,,,1.0,1.0,669.4,494.078,175.322,17.06667,26.15148,6.48768,Loam
1500.0,1920.0,Yes,42.4,-85.4,soybean,16,1,1,,,1.0,1.0,488.5,501.416,-12.916,16.56667,28.04398,3.72558,Loam
3030.0,1990.0,No,42.4,-85.4,wheat.spring,11,1,1,,,1.0,1.0,258.2,436.666,-178.466,20.025,28.30317,10.76328,Loam
3620.0,3180.0,No,42.4,-85.4,wheat.spring,14,1,1,,,1.0,1.0,444.9,441.962,2.938,18.975,27.51958,9.4582,Loam
4530.0,4590.0,Yes,42.4,-85.4,wheat.spring,17,1,1,,,1.0,1.0,488.5,397.119,91.381,18.525,26.57033,10.08675,Loam
2000.0,2300.0,Yes,35.47,104.73,wheat.spring,2,0,0,0.0,1.0,1.0,1.0,258.0999985,372.1982925,-114.098,11.34000034,22.37391121,-2.544054585,Loam
2300.0,2200.0,No,35.47,104.73,wheat.spring,2,0,0,1.0,0.0,1.0,1.0,258.0999985,372.1982925,-114.098,11.34000034,22.37391121,-2.544054585,Loam
2100.0,1800.0,No,35.47,104.73,wheat.spring,2,0,0,0.0,0.0,1.0,1.0,258.0999985,372.1982925,-114.098,11.34000034,22.37391121,-2.544054585,Loam
1600.0,2000.0,Yes,35.47,104.73,wheat.spring,3,0,0,0.0,1.0,1.0,1.0,317.8000031,358.6547427,-40.855,10.7599999,20.53359493,-3.138281545,Loam
2000.0,1900.0,No,35.47,104.73,wheat.spring,3,0,0,1.0,0.0,1.0,1.0,317.8000031,358.6547427,-40.855,10.7599999,20.53359493,-3.138281545,Loam
1500.0,1400.0,No,35.47,104.73,wheat.spring,3,0,0,0.0,0.0,1.0,1.0,317.8000031,358.6547427,-40.855,10.7599999,20.53359493,-3.138281545,Loam
2200.0,2300.0,Yes,35.47,104.73,wheat.spring,4,0,0,0.0,1.0,1.0,1.0,229.9999971,378.8543132,-148.854,10.58000007,20.20397359,-3.701558021,Loam
2600.0,2200.0,No,35.47,104.73,wheat.spring,4,0,0,1.0,0.0,1.0,1.0,229.9999971,378.8543132,-148.854,10.58000007,20.20397359,-3.701558021,Loam
2200.0,1800.0,No,35.47,104.73,wheat.spring,4,0,0,0.0,0.0,1.0,1.0,229.9999971,378.8543132,-148.854,10.58000007,20.20397359,-3.701558021,Loam
2800.0,3100.0,Yes,35.47,104.73,wheat.spring,5,0,0,0.0,1.0,1.0,1.0,297.099987,367.7425762,-70.643,10.7400001,19.83348185,-3.786983121,Loam
3000.0,3200.0,Yes,35.47,104.73,wheat.spring,5,0,0,1.0,0.0,1.0,1.0,297.099987,367.7425762,-70.643,10.7400001,19.83348185,-3.786983121,Loam
2600.0,2700.0,Yes,35.47,104.73,wheat.spring,5,0,0,0.0,0.0,1.0,1.0,297.099987,367.7425762,-70.643,10.7400001,19.83348185,-3.786983121,Loam
3340.0,3590.0,Yes,34.3,-79.73,maize,2,1,1,0.0,1.0,1.0,1.0,607.3,661.112,-53.812,24.71667,33.9445,11.11032,Loam
5000.0,3000.0,No,34.3,-79.73,maize,3,1,1,0.0,1.0,1.0,1.0,681.0,605.264,75.736,23.83333,34.0873,12.49785,Loam
5800.0,4900.0,No,34.3,-79.73,maize,4,1,1,0.0,1.0,1.0,1.0,763.9,634.358,129.542,23.83333,31.90425,9.23065,Loam
5460.0,5740.0,Yes,34.3,-79.73,maize,5,1,1,0.0,1.0,1.0,1.0,363.3,625.169,-261.869,23.78333,32.67227,10.46222,Loam
1750.0,1700.0,No,34.3,-79.73,soybean,2,1,1,0.0,1.0,1.0,1.0,386.6,544.436,-157.836,23.26667,33.9445,7.67347,Loam
2450.0,2430.0,No,34.3,-79.73,soybean,3,1,1,0.0,1.0,1.0,1.0,685.3,498.545,186.755,22.45,34.0873,7.16273,Loam
2600.0,2140.0,No,34.3,-79.73,soybean,4,1,1,0.0,1.0,1.0,1.0,689.0,514.738,174.262,21.76667,31.90425,4.56606,Loam
680.0,830.0,Yes,34.3,-79.73,soybean,5,1,1,0.0,1.0,1.0,1.0,329.0,504.888,-175.888,22.41667,32.67227,7.80338,Loam
3860.0,3630.0,No,34.3,-79.73,wheat.winter,1,1,1,0.0,1.0,1.0,1.0,1138.3,606.099,532.201,18.1,32.42967,2.34541,Loam
2460.0,2290.0,No,34.3,-79.73,wheat.winter,2,1,1,0.0,1.0,1.0,1.0,816.0,571.866,244.134,18.3625,29.51818,3.06659,Loam
3570.0,2960.0,No,34.3,-79.73,wheat.winter,3,1,1,0.0,1.0,1.0,1.0,782.9,612.308,170.592,18.2875,31.90425,0.20956,Loam
3950.0,3680.0,No,34.3,-79.73,wheat.winter,4,1,1,0.0,1.0,1.0,1.0,605.6,581.559,24.041,16.875,30.06302,-1.44642,Loam
1740.0,1450.0,No,34.3,-79.73,wheat.winter,5,1,1,0.0,1.0,1.0,1.0,565.7,608.672,-42.972,19.225,31.59067,1.97361,Loam
3600.0,3200.0,No,11.59,37.38,maize,2,0,0,0.0,0.0,1.0,1.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658,Clay loam
5700.0,6100.0,Yes,11.59,37.38,maize,2,0,0,0.0,0.0,1.0,1.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658,Clay loam
6000.0,4900.0,No,11.59,37.38,maize,2,0,0,0.0,0.0,1.0,1.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658,Clay loam
2600.0,1600.0,No,11.59,37.38,maize,2,0,0,0.0,0.0,1.0,1.0,1110.5,779.029,331.471,17.8125,26.44554,12.10658,Clay loam
